"B","T","E","X","X9_ane","X10_ane","X13_ane","X14_ane","X1_M_2_PA","BTM","FormicAcid","aceticacid","NonaDecanoicAc","Tot_OcNoDecana","TYPE","SAISON","Campagne","Localisation"
0.589605317425606,-0.865626737685841,-0.68865957625261,-0.571019745430876,-0.253050839806427,-0.108423617659418,0.421439223295275,0.587105276989326,-0.161733744130617,-0.371913071463606,0.621083196614664,-0.0017308136157653,0.869397010727696,0.111719246578317,"rural","ete","CA4","P29"
0.699266912830621,0.776532912954572,1.7369667986885,1.72419911671329,0.23684809871454,0.714803476701772,0.503983703405956,0.683875808100322,0.69956731381364,0.451865035080831,0.564956947265737,-0.0754512300946542,1.19033301983623,0.708375420008276,"urbain","ete","CA4","P11"
0.693237797263003,-0.807358742227956,-0.445338170225238,-0.137146569039732,-0.32350359954784,-0.0278853266284673,0.432590024681992,0.550577515008297,-0.141532982487511,-0.456777795949583,0.749394552269448,0.273343161502865,1.05718060447941,-0.0767988735104681,"urbain","ete","CA4","P26"
0.657250401694285,-0.690248432175492,-0.610876507567872,-0.116888031441789,0.141438000668002,0.39961743428062,0.55344936607044,0.78158169136235,-0.0368469697090932,0.184461852991416,0.960076712814864,0.379761529471993,1.20441933218363,-0.275563463040348,"rural","ete","CA4","P30"
1.03690992837683,-0.183543353456607,-0.147412827471918,0.00704748526858278,-0.133367910336875,0.628474410290601,0.62433316774537,0.679822593014404,0.437054706061007,0.357456562639601,1.95652510542764,2.19902344439502,1.2048564350176,0.851240317822589,"rural","ete","CA4","P27"
0.552941167192632,-0.428802731603045,-3.42240486984715,-0.545294957199325,0.238564232107512,0.454049475775059,0.566294747555442,0.670556131371755,0.440100689420015,0.191433876564448,0.726402786813634,0.0030306236052289,0.764226721742941,0.133071037211113,"urbain","ete","CA4","P28"
0.502259999459313,-1.47454732475013,-0.840863765246984,-0.781184909361792,0.109254598706633,-0.0575292025111906,0.216591042346985,0.413112861565854,-0.0383895421445933,0.163979791652513,0.633479202871529,-0.0631398583242893,1.16204602502878,0.548422292173515,"urbain","ete","CA4","P25"
0.359264379485088,-1.09543136989425,-1.04830192941682,-0.606873498528021,-0.18701426379898,-0.00680910853679268,0.219467849920091,0.526700908276902,0.244640631771031,-0.204412669977694,1.63416855697443,1.9404751244958,0.562602468152561,0.183146916010816,"compostage","ete","CA4","P02"
0.684109392488114,-0.547817574132473,0.51994632781847,0.712110486210221,0.707580530379001,0.755709040170394,0.570091405871015,0.631853317930072,1.36517331087463,1.10158980356344,0.571200901048956,0.0694472861530188,1.10774664238965,0.634590072181212,"compostage","ete","CA4","P01"
0.699766371909986,-0.791315858772042,-0.2565426680264,0.0523132000984589,0.14164652219982,0.182560424750696,0.517227728729703,0.685050444582278,0.171850975295852,-0.205701070528762,0.551673864343009,0.13026405030796,0.95260537119286,0.212284621172802,"rural","ete","CA4","P12"
